City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Palu,ID,2022-02-03 02:29:41,-0.8917,119.8707,86.88,57,100,0.65
297,Acarau,BR,2022-02-03 02:31:08,-2.8856,-40.12,78.75,81,100,11.1
298,Najran,SA,2022-02-03 02:32:36,17.4924,44.1277,52.45,43,61,2.37
299,Pokhara,NP,2022-02-03 02:31:30,28.2333,83.9833,55.56,61,90,1.92
300,Ostrovnoy,RU,2022-02-03 02:32:36,68.0531,39.5131,20.16,90,100,14.52
301,Pisco,PE,2022-02-03 02:32:37,-13.7,-76.2167,68.05,83,0,13.8
302,Barra Do Bugres,BR,2022-02-03 02:30:35,-15.0725,-57.1811,72.7,97,89,3.98
303,Mar Del Plata,AR,2022-02-03 02:31:06,-38.0023,-57.5575,69.82,94,100,6.91
304,Rocha,UY,2022-02-03 02:32:37,-34.4833,-54.3333,66.13,96,6,7.29
305,Semey,KZ,2022-02-03 02:32:38,50.4111,80.2275,-12.78,77,51,4.47
306,Belaya Gora,RU,2022-02-03 02:32:38,68.5333,146.4167,-25.74,99,24,0.58
307,Verkhnyaya Inta,RU,2022-02-03 02:32:38,65.9811,60.3094,15.46,96,100,5.37
308,Uray,RU,2022-02-03 02:32:39,60.1247,64.7758,12.06,96,78,7.45
309,Chokurdakh,RU,2022-02-03 02:32:39,70.6333,147.9167,-22.56,98,71,6.44
310,Sibolga,ID,2022-02-03 02:32:39,1.7427,98.7792,84.22,65,34,2.42
311,Sakakah,SA,2022-02-03 02:30:41,29.9697,40.2064,51.37,44,98,6.69
312,Villavieja,ES,2022-02-03 02:33:40,39.85,-0.1833,54.59,64,24,4.88
313,Saint Anthony,US,2022-02-03 02:30:12,45.0205,-93.218,2.25,62,0,5.01
314,Solikamsk,RU,2022-02-03 02:33:40,59.6196,56.7729,20.59,94,100,8.21
315,Saint-Augustin,CA,2022-02-03 02:33:40,51.226,-58.6502,26.2,91,100,19.73
316,Ust-Koksa,RU,2022-02-03 02:33:41,50.2696,85.6108,-3.48,96,54,0.81
317,Lagoa Da Canoa,BR,2022-02-03 02:33:41,-9.8297,-36.7378,73.2,84,55,6.67
318,Port Lincoln,AU,2022-02-03 02:31:29,-34.7333,135.8667,67.06,56,32,15.05
319,Hatillo,PR,2022-02-03 02:33:41,18.4863,-66.8254,77.9,89,2,1.99
320,Orotukan,RU,2022-02-03 02:33:42,62.2667,151.7,-10.64,99,100,3.31
321,Leningradskiy,RU,2022-02-03 02:33:42,69.3833,178.4167,-13.7,93,23,9.89
322,North Guwahati,IN,2022-02-03 02:33:43,26.2014,91.7236,51.75,93,40,0.0
323,Iqaluit,CA,2022-02-03 02:29:52,63.7506,-68.5145,8.33,84,75,10.0
324,Kruisfontein,ZA,2022-02-03 02:33:43,-34.0033,24.7314,68.88,84,100,10.2
325,Ponta Delgada,PT,2022-02-03 02:33:43,37.7333,-25.6667,60.49,77,20,8.05
326,Husavik,IS,2022-02-03 02:33:44,66.0449,-17.3389,6.71,95,95,0.85
327,Yerbogachen,RU,2022-02-03 02:33:44,61.2767,108.0108,-0.53,96,100,6.31
328,Oussouye,SN,2022-02-03 02:33:44,12.485,-16.5469,75.38,91,29,4.65
329,Tambopata,PE,2022-02-03 02:33:45,-12.7333,-69.1833,70.79,96,63,2.62
330,Gazli,UZ,2022-02-03 02:33:45,40.1333,63.45,38.37,64,0,9.33
331,Necochea,AR,2022-02-03 02:30:05,-38.5473,-58.7368,69.04,72,75,11.52
332,Acapulco,MX,2022-02-03 02:32:02,16.8634,-99.8901,78.62,69,0,8.05
333,Kalmunai,LK,2022-02-03 02:33:45,7.4167,81.8167,77.77,69,53,3.29
334,Marawi,PH,2022-02-03 02:33:46,7.9986,124.2928,73.65,58,100,3.49
335,Portland,US,2022-02-03 02:28:59,45.5234,-122.6762,46.15,95,100,1.01
336,Nhulunbuy,AU,2022-02-03 02:33:46,-12.2333,136.7667,86.61,74,75,13.8
337,Bato,PH,2022-02-03 02:33:46,13.3528,123.3677,82.33,74,66,5.1
338,Marzuq,YE,2022-02-03 02:33:47,14.4,46.4667,57.31,42,14,3.2
339,Svetlaya,RU,2022-02-03 02:33:47,46.5389,138.3297,16.48,52,8,8.43
340,Nikel,RU,2022-02-03 02:33:47,69.4128,30.222,1.58,96,100,4.0
341,Manaure,CO,2022-02-03 02:33:48,11.7751,-72.4445,78.1,80,1,16.24
342,Yumen,CN,2022-02-03 02:33:48,40.2833,97.2,23.79,41,23,5.14
343,Ribeira Grande,PT,2022-02-03 02:33:48,38.5167,-28.7,59.11,70,15,3.06
344,Mount Isa,AU,2022-02-03 02:33:49,-20.7333,139.5,83.97,65,75,14.97
345,Narsaq,GL,2022-02-03 02:33:49,60.9167,-46.05,5.22,58,100,15.23
346,Folldal,NO,2022-02-03 02:33:49,62.1325,9.9968,4.01,97,66,5.32
347,Hobyo,SO,2022-02-03 02:33:50,5.3505,48.5268,77.61,73,100,17.16
348,Watsa,CD,2022-02-03 02:33:50,3.0372,29.5355,65.17,45,81,2.15
349,Aykhal,RU,2022-02-03 02:33:50,66.0,111.5,-18.45,100,6,2.89
350,Tartagal,AR,2022-02-03 02:30:32,-22.5164,-63.8013,71.87,84,100,3.02
351,Keuruu,FI,2022-02-03 02:33:51,62.2667,24.7,7.81,98,98,0.76
352,Lethem,GY,2022-02-03 02:33:51,3.3803,-59.7968,79.36,64,13,7.83
353,Aklavik,CA,2022-02-03 02:33:51,68.2191,-135.0107,-24.77,98,100,4.18
354,Roros,NO,2022-02-03 02:33:52,62.5747,11.3842,1.24,78,86,4.61
355,Teguldet,RU,2022-02-03 02:33:52,57.3064,88.1667,7.59,98,100,4.16
356,Aasiaat,GL,2022-02-03 02:33:52,68.7098,-52.8699,-6.86,81,100,17.98
357,Deputatskiy,RU,2022-02-03 02:33:53,69.3,139.9,-23.24,92,41,5.28
358,Camden,US,2022-02-03 02:33:53,39.7835,-74.9663,41.58,93,100,2.84
359,Neryungri,RU,2022-02-03 02:33:54,56.6709,124.6491,-8.43,91,100,11.88
360,Kibala,TD,2022-02-03 02:34:54,9.1104,18.3463,67.95,32,0,0.0
361,Gallup,US,2022-02-03 02:32:21,35.5281,-108.7426,21.96,82,40,0.0
362,Lahaina,US,2022-02-03 02:34:54,20.8783,-156.6825,83.44,81,13,5.44
363,Wau,SS,2022-02-03 02:34:55,7.7029,27.9953,73.99,24,75,4.36
364,Keshabpur,BD,2022-02-03 02:34:55,22.9183,89.2112,72.1,62,1,6.6
365,Veraval,IN,2022-02-03 02:34:55,20.9,70.3667,72.48,79,30,12.3
366,Ruidoso,US,2022-02-03 02:34:56,33.3317,-105.673,33.71,84,100,11.5
367,Mafinga,TZ,2022-02-03 02:34:56,-7.25,35.0667,64.26,98,100,1.77
368,Padang,ID,2022-02-03 02:34:56,-0.9492,100.3543,78.85,66,68,1.01
369,Tura,IN,2022-02-03 02:34:57,25.5198,90.2201,64.71,43,69,1.59
370,Sur,OM,2022-02-03 02:34:57,22.5667,59.5289,70.45,54,0,19.35
371,Talnakh,RU,2022-02-03 02:34:57,69.4865,88.3972,-10.64,98,100,6.78
372,Marsa Matruh,EG,2022-02-03 02:34:58,31.3525,27.2453,53.87,61,100,19.42
373,Tres Arroyos,AR,2022-02-03 02:34:58,-38.3739,-60.2798,71.4,68,100,5.64
374,Black River,JM,2022-02-03 02:34:58,18.0264,-77.8487,78.8,85,2,5.35
375,Krasnokholm,RU,2022-02-03 02:34:59,51.5979,54.1567,23.45,93,100,9.26
376,Merced,US,2022-02-03 02:30:06,37.1666,-120.7516,55.02,31,0,6.73
377,Caravelas,BR,2022-02-03 02:34:59,-17.7125,-39.2481,75.45,91,17,3.4
378,Batemans Bay,AU,2022-02-03 02:34:59,-35.7167,150.1833,75.2,47,11,11.12
379,Liverpool,GB,2022-02-03 02:34:13,53.4106,-2.9779,48.7,86,100,1.99
380,Diapaga,BF,2022-02-03 02:35:00,12.0708,1.7889,65.61,12,30,7.31
381,Poya,NC,2022-02-03 02:35:00,-21.35,165.15,86.56,60,1,5.66
382,Chifeng,CN,2022-02-03 02:35:01,42.2683,118.9636,14.45,43,1,10.0
383,Gambela,ET,2022-02-03 02:35:01,8.25,34.5833,80.1,37,60,2.89
384,Shingu,JP,2022-02-03 02:35:01,33.7333,135.9833,49.19,42,100,10.16
385,Kokoda,PG,2022-02-03 02:35:01,-8.8785,147.7407,84.31,73,91,1.57
386,Kismayo,SO,2022-02-03 02:35:02,-0.3582,42.5454,78.13,87,91,12.21
387,Ayr,GB,2022-02-03 02:35:02,55.4627,-4.6339,49.1,87,100,13.8
388,Abu Kamal,SY,2022-02-03 02:35:03,34.4506,40.9171,48.87,52,100,9.64
389,Luis Correia,BR,2022-02-03 02:35:03,-2.8792,-41.6669,82.4,89,75,11.5
390,Qaqortoq,GL,2022-02-03 02:35:04,60.7167,-46.0333,5.5,52,100,16.96
391,Ovalle,CL,2022-02-03 02:35:04,-30.5983,-71.2003,68.74,59,0,2.75
392,Micheweni,TZ,2022-02-03 02:35:04,-4.9667,39.8333,79.5,82,98,9.08
393,Berbera,SO,2022-02-03 02:35:05,10.4396,45.0143,73.38,80,1,6.6
394,Mandurah,AU,2022-02-03 02:31:07,-32.55,115.7,90.14,36,0,11.03
395,Kudahuvadhoo,MV,2022-02-03 02:35:05,2.6708,72.8944,81.61,71,3,8.43
396,West Lafayette,US,2022-02-03 02:34:31,40.4259,-86.9081,27.1,90,100,14.97
397,Solhan,TR,2022-02-03 02:35:05,38.9634,41.0293,24.15,93,100,5.28
398,Mana,GF,2022-02-03 02:35:06,5.6592,-53.7767,77.27,84,98,10.6
399,Isangel,VU,2022-02-03 02:35:06,-19.55,169.2667,89.71,70,75,4.61
400,Ambon,ID,2022-02-03 02:30:28,-3.6954,128.1814,89.74,58,20,9.22
401,Port Moresby,PG,2022-02-03 02:35:07,-9.4431,147.1797,89.02,58,40,11.5
402,Da Nang,VN,2022-02-03 02:34:38,16.0678,108.2208,73.38,68,75,4.61
403,Dubti,ET,2022-02-03 02:35:07,11.7361,41.0853,74.05,67,95,9.89
404,Sinop,TR,2022-02-03 02:32:42,41.7711,34.8709,39.06,80,100,12.57
405,Tyukhtet,RU,2022-02-03 02:36:08,56.5389,89.3011,6.28,98,91,4.05
406,Granville,AU,2022-02-03 02:36:08,-33.8333,151.0167,76.01,60,62,5.01
407,Semporna,MY,2022-02-03 02:36:08,4.4818,118.6112,86.2,70,86,5.39
408,Feijo,BR,2022-02-03 02:36:08,-8.1642,-70.3536,71.91,99,100,2.77
409,Eureka,US,2022-02-03 02:35:20,40.8021,-124.1637,49.24,84,50,10.0
410,Nabire,ID,2022-02-03 02:36:09,-3.3667,135.4833,83.1,76,100,6.29
411,Kulhudhuffushi,MV,2022-02-03 02:36:09,6.6221,73.07,81.14,68,25,6.08
412,Aviles,ES,2022-02-03 02:36:10,43.5547,-5.9248,53.73,77,0,1.99
413,Benjamin Constant,BR,2022-02-03 02:36:10,-4.3831,-70.0311,75.33,99,97,1.25
414,Bowen,AU,2022-02-03 02:36:10,-20.0167,148.2333,91.62,69,100,9.95
415,Christchurch,NZ,2022-02-03 02:31:50,-43.5333,172.6333,76.32,77,100,5.01
416,Lithgow,AU,2022-02-03 02:36:11,-33.4833,150.15,72.09,50,72,5.32
417,Horsham,GB,2022-02-03 02:36:11,51.064,-0.3272,48.11,72,75,6.91
418,Palmer,US,2022-02-03 02:36:11,42.1584,-72.3287,39.85,81,75,0.0
419,Kahului,US,2022-02-03 02:36:12,20.8947,-156.47,83.46,71,20,11.5
420,Aksarka,RU,2022-02-03 02:36:12,66.5606,67.7975,2.23,98,100,4.74
421,Naze,JP,2022-02-03 02:36:12,28.3667,129.4833,54.52,85,100,19.62
422,Benalla,AU,2022-02-03 02:36:13,-36.55,145.9833,73.15,27,0,15.35
423,Hildburghausen,DE,2022-02-03 02:36:13,50.4255,10.7318,36.18,96,100,3.38
424,Hit,IQ,2022-02-03 02:36:13,33.6416,42.8251,50.41,45,100,5.23
425,Port Shepstone,ZA,2022-02-03 02:36:14,-30.7414,30.455,76.05,90,90,4.43
426,Floro,NO,2022-02-03 02:36:14,61.5996,5.0328,35.96,69,100,18.41
427,Barsi,IN,2022-02-03 02:36:14,18.2333,75.7,73.8,26,78,7.2
428,Atherton,GB,2022-02-03 02:36:15,53.5237,-2.4935,48.29,86,100,3.0
429,Statesboro,US,2022-02-03 02:36:15,32.4488,-81.7832,62.4,82,100,3.44
430,Kizukuri,JP,2022-02-03 02:36:15,40.8061,140.3861,33.12,53,100,22.19
431,Samarai,PG,2022-02-03 02:36:16,-10.6167,150.6667,84.88,67,100,9.89
432,Solnechnyy,RU,2022-02-03 02:36:16,50.7214,136.6319,5.02,87,96,2.17
433,Los Llanos De Aridane,ES,2022-02-03 02:36:16,28.6585,-17.9182,60.55,82,0,8.05
434,Severnyy,RU,2022-02-03 02:36:17,50.677,36.5532,26.64,100,100,4.47
435,Stornoway,GB,2022-02-03 02:36:17,58.2093,-6.3865,48.16,92,75,7.0
436,Lasa,IT,2022-02-03 02:36:17,46.6166,10.7002,38.28,94,50,8.19
437,Glenwood Springs,US,2022-02-03 02:36:18,39.5505,-107.3248,18.41,78,100,5.75
438,Arenapolis,BR,2022-02-03 02:36:18,-14.4503,-56.8461,71.98,96,49,3.58
439,Babu,CN,2022-02-03 02:36:18,24.4167,111.5167,41.4,88,97,5.17
440,Henties Bay,NA,2022-02-03 02:36:19,-22.116,14.2845,67.86,85,1,5.41
441,Kotel,BG,2022-02-03 02:36:19,42.8833,26.45,35.15,94,100,7.54
442,Erenhot,CN,2022-02-03 02:36:19,43.6475,111.9767,2.93,80,6,4.63
443,Turayf,SA,2022-02-03 02:36:20,31.6725,38.6637,44.85,61,0,16.11
444,Mahon,ES,2022-02-03 02:36:20,39.8885,4.2658,48.76,93,0,6.91
445,Boysun,UZ,2022-02-03 02:36:20,38.2061,67.1986,29.88,73,78,5.14
446,Presidencia Roque Saenz Pena,AR,2022-02-03 02:36:21,-26.7852,-60.4388,86.79,29,94,4.32
447,Konstancin-Jeziorna,PL,2022-02-03 02:36:21,52.0938,21.1176,32.16,86,20,8.05
448,Alta Gracia,AR,2022-02-03 02:36:21,-31.6529,-64.4283,72.72,75,55,3.87
449,Quelimane,MZ,2022-02-03 02:36:22,-17.8786,36.8883,76.95,88,20,0.0
450,Dudinka,RU,2022-02-03 02:36:22,69.4058,86.1778,-15.27,100,100,5.26
451,Abu Samrah,SY,2022-02-03 02:36:22,35.3029,37.1841,46.2,57,81,11.48
452,Dehui,CN,2022-02-03 02:36:23,44.5333,125.7,10.71,60,50,7.74
453,Deniliquin,AU,2022-02-03 02:36:10,-35.5333,144.9667,77.85,22,0,16.75
454,Abomsa,ET,2022-02-03 02:37:23,9.9833,39.9833,65.21,62,99,3.83
455,San Carlos De Bariloche,AR,2022-02-03 02:37:23,-41.1456,-71.3082,64.15,63,0,10.36
456,La Libertad,EC,2022-02-03 02:37:24,-2.2333,-80.9,76.41,76,56,11.16
457,Kavaratti,IN,2022-02-03 02:37:24,10.5669,72.642,79.79,70,11,8.88
458,Saldanha,ZA,2022-02-03 02:37:24,-33.0117,17.9442,62.65,90,0,8.28
459,Vila Velha,BR,2022-02-03 02:37:25,-20.3297,-40.2925,76.95,94,75,1.01
460,Issia,CI,2022-02-03 02:37:25,6.4922,-6.5856,65.86,35,38,1.72
461,Litovko,RU,2022-02-03 02:37:25,49.2361,135.1742,-1.95,93,97,0.85
462,Taksimo,RU,2022-02-03 02:37:25,56.3444,114.8794,-10.17,85,23,0.96
463,Tarakan,ID,2022-02-03 02:37:26,3.3,117.6333,80.76,72,87,4.9
464,Irbit,RU,2022-02-03 02:37:26,57.6705,63.071,11.05,97,85,5.48
465,Carauari,BR,2022-02-03 02:34:48,-4.8828,-66.8958,73.33,99,100,2.59
466,Monroe,US,2022-02-03 02:34:19,43.1501,-77.6831,39.96,79,100,9.22
467,Aleksandrovskoye,RU,2022-02-03 02:37:27,44.7142,43.0008,30.34,84,27,4.03
468,Hervey Bay,AU,2022-02-03 02:32:37,-25.2986,152.8535,88.03,73,99,10.49
469,Gboko,NG,2022-02-03 02:37:27,7.3179,8.9951,75.79,34,30,3.85
470,Sao Pedro Do Sul,BR,2022-02-03 02:37:28,-29.6206,-54.1789,75.85,44,7,7.7
471,Crestview,US,2022-02-03 02:36:06,30.7621,-86.5705,65.3,85,100,8.01
472,Waipawa,NZ,2022-02-03 02:34:16,-41.4122,175.5153,72.23,62,99,12.55
473,Mineiros,BR,2022-02-03 02:37:28,-17.5694,-52.5511,68.04,96,79,5.03
474,Bubaque,GW,2022-02-03 02:37:29,11.2833,-15.8333,77.52,79,13,6.93
475,Kauhajoki,FI,2022-02-03 02:37:29,62.4333,22.1833,10.4,99,99,0.98
476,Neiafu,TO,2022-02-03 02:37:29,-18.65,-173.9833,84.88,70,75,5.75
477,Shemgang,BT,2022-02-03 02:37:30,27.2169,90.6579,42.22,75,60,2.57
478,Chokwe,MZ,2022-02-03 02:37:30,-24.5333,32.9833,74.77,80,9,5.03
479,Hondo,JP,2022-02-03 02:37:30,32.45,130.2,46.35,57,100,9.17
480,Chengde,CN,2022-02-03 02:37:31,40.9725,117.9361,19.83,35,4,7.43
481,Farafangana,MG,2022-02-03 02:36:23,-22.8167,47.8333,73.4,81,30,6.46
482,Bastia,FR,2022-02-03 02:37:31,42.6667,9.3333,54.03,57,0,5.01
483,Rincon,US,2022-02-03 02:37:31,32.296,-81.2354,63.05,95,100,4.61
484,Bell Ville,AR,2022-02-03 02:37:32,-32.6259,-62.6887,73.71,62,94,13.29
485,Camana,PE,2022-02-03 02:37:32,-16.6228,-72.7111,71.11,83,73,7.2
486,Bagotville,AU,2022-02-03 02:37:32,-28.9833,153.4167,73.22,94,100,17.07
487,Vilhena,BR,2022-02-03 02:35:25,-12.7406,-60.1458,68.23,98,100,2.39
488,Gerash,IR,2022-02-03 02:37:33,27.6652,54.1371,41.14,37,0,2.46
489,Dicabisagan,PH,2022-02-03 02:37:33,17.0818,122.4157,78.13,72,86,4.32
490,Dharampur,IN,2022-02-03 02:37:33,20.5333,73.1833,69.04,53,23,3.94
491,Vuktyl,RU,2022-02-03 02:37:03,63.8567,57.3094,17.42,96,99,6.11
492,Laki,BG,2022-02-03 02:37:34,41.85,24.8167,30.36,90,100,7.0
493,Oistins,BB,2022-02-03 02:37:34,13.0667,-59.5333,77.09,78,40,19.57
494,Nemuro,JP,2022-02-03 02:37:35,43.3236,145.575,30.63,66,5,7.31
495,Teya,RU,2022-02-03 02:37:35,60.3778,92.6267,14.27,91,100,6.73
496,San Juan,AR,2022-02-03 02:37:30,-31.5375,-68.5364,78.76,44,96,11.97
497,Vigrestad,NO,2022-02-03 02:37:35,58.5667,5.7,41.0,96,100,11.23
498,Pontes E Lacerda,BR,2022-02-03 02:37:36,-15.2261,-59.3353,73.33,97,100,2.93
499,Baherden,TM,2022-02-03 02:38:36,38.4362,57.4316,45.79,37,5,7.07
500,Emba,KZ,2022-02-03 02:38:36,48.8264,58.1442,10.74,91,33,5.61
501,Nouadhibou,MR,2022-02-03 02:38:37,20.931,-17.0347,67.5,64,0,16.15
502,Rio Gallegos,AR,2022-02-03 02:38:37,-51.6226,-69.2181,50.05,71,20,6.91
503,Saravan,AM,2022-02-03 02:38:37,39.7196,45.6483,21.85,63,92,6.31
504,Constitucion,CL,2022-02-03 02:38:38,-35.3333,-72.4167,57.4,87,71,4.52
505,Ulladulla,AU,2022-02-03 02:38:38,-35.35,150.4667,72.5,51,32,13.49
506,Codrington,AU,2022-02-03 02:38:39,-38.2667,141.9667,62.78,58,99,17.02
507,Margate,GB,2022-02-03 02:38:39,51.3813,1.3862,47.75,85,100,3.0
508,Boston,US,2022-02-03 02:38:38,42.3584,-71.0598,40.21,91,100,0.0
509,Gazanjyk,TM,2022-02-03 02:38:40,39.2446,55.5154,44.74,44,2,10.8
510,Bayshore Gardens,US,2022-02-03 02:38:40,27.4253,-82.5904,70.18,65,0,8.05
511,Hirado,JP,2022-02-03 02:38:40,33.3597,129.5531,47.39,55,87,15.37
512,Durban,ZA,2022-02-03 02:38:40,-29.8579,31.0292,76.93,92,4,8.41
513,Atyrau,KZ,2022-02-03 02:38:41,47.1167,51.8833,30.22,100,40,0.0
514,Cayenne,GF,2022-02-03 02:35:26,4.9333,-52.3333,78.1,89,75,1.99
515,Asau,RO,2022-02-03 02:38:41,46.4333,26.4,25.72,86,100,4.56
516,Kupang,ID,2022-02-03 02:38:42,-10.1667,123.5833,82.09,77,20,12.57
517,Galle,LK,2022-02-03 02:34:13,6.0367,80.217,77.18,75,33,4.38
518,Chabahar,IR,2022-02-03 02:38:42,25.2919,60.643,68.11,33,0,6.4
519,Fundacion,CO,2022-02-03 02:38:43,10.5207,-74.185,83.86,81,8,2.51
520,Anadyr,RU,2022-02-03 02:38:43,64.75,177.4833,14.5,72,0,22.37
521,Andilamena,MG,2022-02-03 02:38:43,-17.0167,48.5833,62.85,96,100,3.09
522,Lincoln,US,2022-02-03 02:38:43,40.8,-96.667,14.38,43,75,5.01
523,Ocean Springs,US,2022-02-03 02:38:44,30.4113,-88.8278,64.53,100,40,5.75
524,Ajaccio,FR,2022-02-03 02:38:44,42.0,8.9167,42.85,87,0,6.91
525,Santa Cruz De La Palma,ES,2022-02-03 02:38:44,28.6835,-17.7642,64.54,82,0,8.05
526,Laguna,US,2022-02-03 02:34:52,38.421,-121.4238,54.1,40,0,10.36
527,Sfantu Gheorghe,RO,2022-02-03 02:38:45,45.8667,25.7833,31.93,98,100,2.71
528,San Luis,AR,2022-02-03 02:38:45,-33.295,-66.3356,68.56,54,0,4.18
529,Formosa,AR,2022-02-03 02:38:45,-26.1775,-58.1781,87.78,48,100,6.91
530,Gondanglegi,ID,2022-02-03 02:38:46,-7.7479,112.0132,85.46,69,26,3.09
531,Gat,IL,2022-02-03 02:38:46,31.61,34.7642,54.39,49,0,6.13
